DistrictName,GradePK,GradeKG,Grade01,Grade02,Grade03,Grade04,Grade05,Grade06,Grade07,Grade08,Grade09,Grade10,Grade11,Grade12,TotalEnrollment,ST_LEAID,SchoolYear,Students with Disabilities,Economically Disadvantaged Students,ELA_ME_District,ELA_ME_District_dis,ELA_ME_District_notdis,ELA_pct_level5,MATH_ME_District,MATH_ME_District_dis,MATH_ME_District_notdis,MATH_pct_level5,MATH_pct_level5_nogr8,Student_Teacher_District,Student_Admin_District,TeacherCount_District,TeacherAvgYearsExp_District,TeacherAvgYearsExpInDistrict_District,TeacherInDistrict4YearsOrMore_District,Chronic_Abs_Count,Chronic_Abs_Pct,Abs_0,Abs_1-5,Abs_6-10,Abs_11-15,Abs_over15
Boonton Township School District,15,37,38,37,57,33,39,48,51,54,0,0,0,0,409,NJ-270460,2018-2019,19.3,1.7,80.9,45.8,90.4,NA,71.6,42.4,79.5,NA,0.047699115044247786,10:1,102:1,41,13.5,10.2,82.9,18,4.5,4,43,30,16,6
Butler Public School District,21,77,73,73,69,77,73,90,70,65,109,127,123,126,1173,NJ-270630,2018-2019,24.3,23.2,67.4,26.3,80.2,NA,57.1,17.3,69.4,0.03396142433234421,0.06136729222520108,11:1,107:1,106,12.5,12.0,82.1,82,6.8,6,42,32,12,8
School District of the Chathams,66,188,277,283,301,354,332,366,316,350,334,365,310,300,4142,NJ-270785,2018-2019,18.4,1.3,82.7,49.5,89.9,0.3471841019872516,74.8,42.1,81.9,0.19759203606311046,0.25626312538604074,12:1,153:1,345,10.5,8.2,67.5,143,3.5,5,42,35,13,5
Chester School District,38,107,92,108,101,115,135,135,127,137,0,0,0,0,1095,NJ-270820,2018-2019,19.4,6.2,75.9,39.3,83.1,NA,70.7,37.7,77.3,0.15256130790190733,0.1755034722222222,10:1,156:1,108,13.4,12.0,82.4,49,4.6,3,42,34,14,7
Denville Township K-8 School District,36,164,169,153,151,186,177,182,223,185,0,0,0,0,1626,NJ-271090,2018-2019,21.6,4.4,83.3,51.2,91.1,0.4064754856614246,66.6,29.5,75.5,0.10952777777777778,0.1367514450867052,10:1,163:1,157,9.1,9.1,68.2,101,6.3,4,39,33,15,9
Dover Public School District,98,209,222,223,231,235,234,264,242,267,255,272,205,229,3186,NJ-271110,2018-2019,13.6,74.2,62.0,25.2,67.7,0.20827180310326376,43.1,*,*,0.029906832298136645,0.04981034482758621,15:1,159:1,217,13.1,10.5,71.3,158,5.0,6,41,36,10,7
East Hanover Township School District,39,96,104,87,96,100,94,85,110,95,0,0,0,0,906,NJ-271190,2018-2019,16.7,1.9,72.3,36.3,79.2,NA,59.4,25.3,65.9,0.08502645502645505,0.10149473684210528,9:1,101:1,100,10.6,9.4,70.0,39,4.5,7,42,30,14,7
Florham Park School District,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NJ-271530,2018-2019,N,N,76.8,31.5,86.5,NA,70.6,29.6,79.3,0.14110378912685337,0.1679411764705882,N,N,94,11.4,9.2,66.0,69,7.2,4,32,35,18,11
Hanover Park Regional High School District,0,0,0,0,0,0,0,0,0,0,372,371,357,349,1449,NJ-271990,2018-2019,15.1,3.1,79.5,31.8,87.7,0.4004098360655738,56.2,17.8,62.5,0.06951456310679613,NA,11:1,111:1,137,10.1,10.1,78.1,95,6.3,5,42,28,15,10
Hanover Township School District,0,132,121,156,150,153,164,148,163,170,0,0,0,0,1382,NJ-272000,2018-2019,19.7,1.4,74.6,43.2,81.2,0.2672561629153269,59.1,36.2,63.9,0.125,0.1524707412223667,10:1,154:1,133,13.0,10.7,83.5,66,4.8,3,38,37,13,8
Harding Township School District,12,20,33,25,32,22,37,30,29,35,0,0,0,0,275,NJ-272010,2018-2019,18.2,0.7,89.1,63.9,95.7,NA,76.4,44.4,84.8,NA,0.0771631205673759,7:1,69:1,39,9.5,9.0,79.5,9,3.4,4,35,36,18,6
Jefferson Township Public School District,84,179,172,187,192,197,217,230,245,254,224,235,211,242,2869,NJ-272380,2018-2019,21.1,11.2,56.9,17.4,67.7,NA,40.1,15.3,46.2,0.0285414235705951,0.04663489037178265,11:1,120:1,268,10.3,10.2,70.5,206,7.3,3,34,36,15,11
Kinnelon School District,33,91,103,120,113,134,133,136,140,157,150,147,158,165,1780,NJ-272460,2018-2019,17.8,3.2,78.5,37.1,87.8,0.32084608460846087,68.9,37.6,75.8,0.13619565217391305,0.21541795665634675,N,N,N,N,N,N,88,5.0,3,39,35,15,7
Lincoln Park School District,53,105,80,87,92,92,105,113,97,103,0,0,0,0,927,NJ-272650,2018-2019,21.9,16.6,79.2,50.4,86.1,0.26199661590524537,64.5,36.5,71.2,0.029139966273187184,0.03497975708502025,11:1,155:1,83,12.1,10.8,74.7,59,6.7,3,37,33,17,10
Madison Public School District,34,144,186,190,188,205,190,201,218,210,216,231,209,224,2646,NJ-272870,2018-2019,19.4,6.7,76.3,45.7,85.0,0.3301703470031546,70.6,40.6,78.5,0.17358381502890172,0.18638629283489097,12:1,147:1,222,12.2,9.5,78.5,185,7.0,4,35,34,16,11
Mendham Borough School District,12,42,43,55,53,69,55,63,52,83,0,0,0,0,527,NJ-273090,2018-2019,12.5,2.3,83.4,41.3,89.3,NA,79.0,39.1,84.6,0.059245283018867924,0.07794326241134752,10:1,105:1,55,11.2,8.1,49.1,9,1.7,6,46,32,13,3
Mendham Township School District,50,68,62,65,59,78,73,85,79,77,0,0,0,0,696,NJ-273100,2018-2019,17.8,0,94.7,84.9,97.2,NA,90.9,75.3,95.0,NA,0.2387945205479452,9:1,139:1,77,13.9,11.3,70.1,*,*,0,0,50,25,25
Mine Hill Township School District,14,51,58,49,45,45,49,41,0,0,0,0,0,0,352,NJ-273240,2018-2019,13.9,28.7,65.5,31.0,72.5,NA,59.5,34.5,64.6,0,0,10:1,117:1,34,10.7,9.6,76.5,28,8.4,4,39,31,14,12
Montville Township School District,77,220,230,217,223,256,297,294,290,316,249,281,316,309,3575,NJ-273340,2018-2019,18.9,2.4,78.5,39.5,88.2,0.3303830369357045,72.1,30.0,82.5,0.1993526170798898,0.23454545454545453,10:1,149:1,361,11.5,11.0,80.3,102,2.9,6,41,34,14,5
Educational Services Commission of Morris County,0,1,0,0,0,1,2,7,3,5,2,4,10,12,47,NJ-273364,2018-2019,100.0,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2:1,9:1,31,12.3,10.7,71.0,NA,NA,NA,NA,NA,NA,NA
Morris County Vocational School District,0,0,0,0,0,0,0,0,0,0,325,253,342,308,1228,NJ-273365,2018-2019,12.3,5.8,97.9,81.0,98.5,NA,83.5,57.1,84.6,0.11975855130784709,NA,17:1,136:1,74,8.8,7.3,67.6,24,2.4,20,45,24,6,5
Morris Hills Regional School District,0,0,0,0,0,0,0,0,0,0,637,715,688,669,2709,NJ-273370,2018-2019,16.9,15.4,64.3,25.5,72.3,0.2714618973561431,43.0,13.0,48.0,0.01463523131672598,NA,11:1,104:1,255,11.8,9.3,69.0,114,4.1,10,47,28,9,6
Morris Plains School District,28,48,60,64,64,57,66,57,67,62,0,0,0,0,573,NJ-273380,2018-2019,17.5,8.2,76.4,47.4,83.9,NA,72.0,39.5,80.5,0.09777777777777777,0.0662828947368421,9:1,96:1,63,11.8,9.8,81.0,18,3.2,6,42,31,14,7
Morris School District,148,360,315,385,333,353,392,393,340,362,457,463,448,483,5232,NJ-273385,2018-2019,15.0,34.1,65.5,30.7,72.0,0.2765593220338983,48.1,*,*,0.09823035594358628,0.1372279495990836,12:1,160:1,448,10.7,10.6,71.4,626,12.2,3,34,32,16,15
Mount Arlington Public School District,12,36,32,33,41,30,50,43,43,46,0,0,0,0,366,NJ-273410,2018-2019,25.7,20.2,77.8,50.0,85.7,NA,55.6,31.5,62.6,0,0,10:1,122:1,38,11.8,9.0,68.4,33,9.3,5,36,30,18,12
Mount Olive Township School District,61,286,351,328,324,360,361,347,350,367,350,410,359,376,4630,NJ-273450,2018-2019,17.0,12.3,78.6,34.3,87.5,0.3450053859964093,57.6,20.3,64.9,0.06749094858797973,0.08689035350509287,13:1,185:1,363,10.9,10.9,79.3,354,7.7,3,32,33,19,12
Mountain Lakes Public School District,17,63,82,84,80,92,83,99,100,111,167,168,157,188,1491,NJ-273460,2018-2019,19.2,1.4,90.5,61.9,95.2,NA,71.2,43.9,75.6,0.1504029304029304,0.20568627450980392,9:1,99:1,164,11.2,10.8,66.5,72,5.1,4,37,34,17,8
Netcong School District,18,27,31,23,24,39,21,31,41,34,0,0,0,0,289,NJ-273520,2018-2019,19.0,40.5,58.6,23.3,69.2,NA,42.2,20.9,48.6,0,0,11:1,96:1,26,12.8,11.8,65.4,30,10.9,4,39,25,18,13
Parsippany-Troy Hills Township School District,160,532,558,517,567,581,551,536,586,580,502,482,499,488,7139,NJ-273950,2018-2019,14.2,13.9,72.3,25.9,80.1,0.28397279549718574,65.1,21.3,72.4,0.17698293993923817,0.21998200791651676,11:1,170:1,650,11.3,11.3,80.6,350,5.0,8,44,30,12,7
Long Hill Township School District,46,93,102,95,95,92,81,85,100,68,0,0,0,0,857,NJ-274000,2018-2019,22.4,0,76.1,37.8,85.1,NA,67.8,33.0,76.0,0.08537109375000002,0.0993409090909091,10:1,143:1,85,12.5,10.4,65.9,36,4.4,4,40,33,16,7
Pequannock Township School District,54,131,156,148,141,168,157,161,146,151,175,171,151,183,2093,NJ-274080,2018-2019,18.1,4.3,78.4,37.0,85.8,0.35431545236188955,65.9,27.8,71.9,0.10313333333333334,0.14067549668874174,12:1,123:1,168,14.2,10.7,75.6,89,4.3,4,40,33,15,8
Randolph Township School District,108,292,324,293,299,307,353,333,348,385,392,391,402,394,4621,NJ-274330,2018-2019,15.6,7.8,72.3,33.8,80.0,0.2761293820021684,55.5,25.2,61.4,0.08521770947676546,0.11716427232979387,11:1,165:1,413,10.3,10.1,74.3,249,5.5,4,39,33,16,8
Riverdale School District,17,34,30,33,41,38,37,39,36,34,0,0,0,0,339,NJ-274440,2018-2019,18.9,19.8,67.9,22.7,79.1,NA,53.2,25.0,60.2,0,0,11:1,113:1,32,11.7,9.2,71.9,14,4.3,4,35,41,12,8
Rockaway Borough School District,25,62,46,63,54,52,50,74,69,67,0,0,0,0,562,NJ-274480,2018-2019,20.6,21.9,56.9,23.6,65.5,NA,48.1,16.7,56.3,NA,0,10:1,112:1,56,9.3,8.3,64.3,62,11.5,0,25,36,25,14
Rockaway Township School District,67,206,236,236,268,259,248,246,270,256,0,0,0,0,2292,NJ-274490,2018-2019,19.5,11.2,69.6,22.1,80.9,0.2252638793694311,52.2,16.7,60.6,0.059562841530054644,0.07206611570247934,10:1,191:1,229,11.7,11.7,79.5,81,3.6,5,39,35,15,6
Roxbury Township School District,42,222,234,221,265,240,238,240,281,249,299,344,296,342,3513,NJ-274560,2018-2019,16.3,14.1,68.7,25.5,76.5,NA,49.4,*,*,0.015846225972808253,0.027126805778491175,11:1,121:1,330,11.9,9.8,72.7,190,5.4,6,45,30,11,7
Washington Township School District,42,156,223,162,225,239,214,248,256,253,0,0,0,0,2018,NJ-275520,2018-2019,23.1,3.6,71.9,41.8,80.8,NA,65.1,34.2,74.1,0.07533946251768034,0.09120719178082191,10:1,168:1,207,13.9,11.7,85.5,146,7.3,4,38,32,16,11
West Morris Regional High School District,0,0,0,0,0,0,0,0,0,0,590,599,644,604,2437,NJ-275660,2018-2019,16.3,0.8,83.7,48.5,91.1,0.38544596912521445,67.7,30.7,75.8,0.08755635707844905,NA,13:1,128:1,194,12.5,10.7,77.3,196,7.9,5,35,32,16,13
Wharton Borough School District,30,68,66,80,65,66,89,92,98,91,0,0,0,0,745,NJ-275770,2018-2019,22.1,49.9,52.6,18.4,62.0,NA,41.8,*,*,0,0,10:1,149:1,76,11.3,10.3,77.6,50,7.1,0,37,35,17,10
Barnegat Township School District,327,209,231,228,229,269,248,252,220,257,218,232,211,220,3351,NJ-290185,2018-2019,16.9,34.6,51.7,*,*,0.11416270470153196,37.7,12.2,43.3,0.028852108916177257,0.04630676949443016,12:1,176:1,284,9.3,9.3,70.0,429,14.0,5,30,30,17,17
Bay Head Borough School District,0,14,12,13,13,12,9,16,18,16,0,0,0,0,124,NJ-290210,2018-2019,5.6,0,75.9,*,*,NA,66.3,*,*,NA,0,7:1,41:1,18,13.7,11.7,72.2,4,3.3,3,35,35,20,7
Beach Haven School District,5,7,11,7,5,14,2,5,0,0,0,0,0,0,56,NJ-290230,2018-2019,7.1,0,57.1,*,*,NA,46.4,*,*,0,0,4:1,56:1,13,14.8,10.2,69.2,4,7.8,4,37,37,12,10
Berkeley Township School District,274,290,263,292,276,277,325,344,0,0,0,0,0,0,2341,NJ-290320,2018-2019,23.5,32.1,50.6,15.8,60.5,NA,35.1,12.7,41.5,0.029349315068493153,0.029349315068493153,12:1,180:1,195,12.8,11.0,75.4,224,10.9,3,28,33,20,16
Brick Township Public School District,266,579,624,590,592,578,679,605,670,695,674,684,647,627,8510,NJ-290530,2018-2019,20.0,32.5,58.6,*,*,0.1631447522434647,42.1,12.5,49.8,0.03775428799361787,0.05792607131174354,11:1,208:1,763,13.6,13.4,86.4,1034,12.3,4,31,32,17,16
Central Regional School District,0,0,0,0,0,0,0,0,391,379,401,387,316,307,2182,NJ-290770,2018-2019,20.4,30.7,36.0,*,*,0.09465771812080538,31.7,*,*,0.042961432506887054,0.07,13:1,156:1,163,12.0,12.0,74.8,425,18.9,2,25,30,19,24
Eagleswood Township School District,8,16,17,15,23,14,14,21,0,0,0,0,0,0,128,NJ-291150,2018-2019,19.5,35.2,50.0,33.3,54.4,NA,47.2,26.7,52.6,0,0,7:1,64:1,19,15.4,12.9,68.4,5,4.0,5,36,41,13,6
Island Heights School District,0,14,14,17,13,19,22,23,0,0,0,0,0,0,122,NJ-292350,2018-2019,24.6,6.6,86.4,57.1,94.2,NA,65.2,14.3,78.8,0,0,8:1,61:1,16,12.9,10.4,60.0,4,3.2,2,42,30,19,7
Jackson Township School District,206,503,502,526,548,540,625,632,681,681,700,650,661,705,8160,NJ-292360,2018-2019,19.3,23.3,56.9,22.9,64.5,0.16240080971659918,48.3,21.8,54.2,0.05075459995865206,0.08494809688581315,12:1,204:1,669,14.1,11.1,82.2,903,11.2,3,28,32,20,16
Lacey Township School District,120,287,274,271,265,293,321,323,348,332,311,301,250,294,3990,NJ-292480,2018-2019,25.8,27.1,54.6,21.5,64.7,0.12218762802130274,40.1,16.7,47.3,0.025784232365145227,0.04192982456140351,12:1,173:1,342,13.9,12.9,85.1,554,14.2,3,29,31,19,18
Lakehurst School District,79,39,38,27,32,30,43,31,27,27,0,0,0,0,373,NJ-292500,2018-2019,29.2,54.7,25.8,*,*,NA,16.8,*,*,0,0,10:1,93:1,36,11.4,8.5,63.9,42,14.1,2,27,31,20,20
Lakewood Township School District,509,411,409,422,411,477,434,472,418,430,368,331,264,244,5600,NJ-292520,2018-2019,24.1,87.4,32.7,19.1,37.0,NA,*,16.8,22.3,0.007689429373246023,0.011534144059869035,11:1,187:1,493,9.0,8.6,60.9,487,8.8,12,41,26,11,11
Lavallette Borough School District,0,14,14,13,18,17,15,23,19,14,0,0,0,0,147,NJ-292550,2018-2019,10.9,10.2,81.2,46.2,86.4,NA,64.4,38.5,68.2,0,0,8:1,74:1,18,13.3,11.2,82.4,8,5.5,6,37,32,17,10
Little Egg Harbor Township School District,337,175,188,188,163,195,175,198,0,0,0,0,0,0,1619,NJ-292690,2018-2019,18.0,45.8,46.5,14.6,54.5,0.08017980636237898,36.2,*,*,0,0,12:1,162:1,137,11.7,11.4,81.8,139,10.9,3,26,36,22,14
Long Beach Island Consolidated School District,20,25,25,24,29,32,29,27,0,0,0,0,0,0,211,NJ-292760,2018-2019,27.0,22.3,51.8,20.7,63.0,NA,41.8,20.7,49.4,0,0,7:1,70:1,32,14.1,13.0,75.0,16,8.4,5,29,34,19,14
Manchester Township School District,68,181,186,181,210,188,227,217,245,215,250,254,227,239,2888,NJ-292940,2018-2019,23.4,32.4,48.6,*,*,NA,42.1,*,*,0.018396946564885497,0.030038350910834132,10:1,144:1,278,12.9,11.4,80.9,313,11.0,5,33,31,17,14
Ocean County Vocational Technical School District,0,0,0,0,0,0,0,0,0,0,184,177,454,486,1301,NJ-293790,2018-2019,22.3,22.3,83.6,*,*,NA,48.4,*,*,0,NA,10:1,76:1,130,11.3,11.3,86.0,25,4.1,8,47,27,13,5
Ocean Gate School District,14,20,12,25,19,15,19,17,0,0,0,0,0,0,141,NJ-293800,2018-2019,34.8,55.3,50.7,33.3,64.1,NA,30.4,*,*,0,0,8:1,71:1,17,17.2,17.1,88.2,9,7.0,2,27,35,26,9
Ocean Township School District,54,67,76,59,63,64,69,65,0,0,0,0,0,0,517,NJ-293820,2018-2019,25.3,39.3,43.0,*,*,NA,37.2,*,*,0,0,10:1,129:1,54,11.7,11.4,66.7,30,6.4,2,29,36,21,11
Pinelands Regional School District,0,0,0,0,0,0,0,0,268,260,270,233,221,250,1502,NJ-294105,2018-2019,25.2,36.5,53.3,12.5,67.9,0.16501980198019803,34.6,*,*,0,0,10:1,107:1,155,14.7,12.6,85.8,151,9.8,3,31,36,18,12
Plumsted Township School District,104,76,88,82,89,85,102,104,91,90,90,91,101,115,1308,NJ-294190,2018-2019,21.6,17.3,68.1,26.6,79.5,NA,49.9,*,*,0.04221458046767537,0.06628509719222461,10:1,93:1,134,13.1,10.8,78.4,93,7.5,5,39,33,13,10
Point Pleasant Borough School District,34,227,184,224,198,192,218,228,221,240,201,200,190,206,2763,NJ-294210,2018-2019,16.3,12.3,65.8,28.5,72.9,NA,59.6,25.5,65.9,0.05857057057057058,0.07877649325626206,11:1,145:1,243,11.6,11.4,82.7,186,6.7,6,35,33,17,10
Point Pleasant Beach School District,19,34,29,32,41,32,41,46,46,58,101,99,101,76,755,NJ-294220,2018-2019,18.4,14.4,69.5,40.9,76.8,NA,54.6,36.4,59.2,0,0,9:1,108:1,80,13.9,10.6,75.6,48,6.4,5,34,35,16,10
Seaside Heights School District,18,30,24,27,22,26,23,28,0,0,0,0,0,0,198,NJ-294710,2018-2019,30.3,69.7,23.5,*,*,NA,23.5,*,*,0,0,9:1,99:1,22,15.5,15.5,95.5,28,16.1,2,34,27,19,18
Southern Regional School District,0,0,0,0,0,0,0,0,448,494,498,500,423,485,2848,NJ-294950,2018-2019,22.8,18.7,54.4,17.0,65.0,0.17555733333333334,39.6,*,*,0.03494240263302249,0.1,12:1,168:1,229,14.1,14.1,81.7,457,15.7,5,25,27,21,21
Stafford Township School District,202,280,246,289,266,314,287,358,0,0,0,0,0,0,2242,NJ-295020,2018-2019,20.8,21.8,62.9,21.9,73.1,0.1324260355029586,55.1,18.9,64.1,0.05955236486486487,0.05955236486486487,12:1,187:1,190,11.6,11.6,70.0,214,10.5,2,29,34,19,15
Toms River Regional School District,330,1022,1074,1069,1114,1101,1200,1236,1267,1222,1237,1179,1106,1145,15302,NJ-295190,2018-2019,18.1,29.0,54.8,17.7,62.8,0.1543168338186132,37.4,11.6,42.9,0.04582512715074127,0.06577299755159147,13:1,216:1,1202,14.0,12.8,85.4,1838,12.1,5,32,30,18,16
Tuckerton Borough School District,31,39,36,31,32,41,39,36,0,0,0,0,0,0,285,NJ-295220,2018-2019,16.1,37.9,43.3,13.0,48.8,NA,48.0,39.1,49.6,0,0,9:1,143:1,31,13.4,11.0,74.2,43,16.9,0,3,31,39,26
Bloomingdale School District,17,51,55,54,64,52,62,66,53,66,0,0,0,0,540,NJ-310420,2018-2019,24.3,23.0,59.7,22.1,71.8,NA,49.4,*,*,0,0,11:1,90:1,49,13.7,11.4,75.5,21,3.9,4,41,36,14,6
Clifton Public School District,487,765,796,778,772,832,883,855,802,791,756,718,670,727,10632,NJ-310900,2018-2019,18.1,55.4,48.1,13.3,55.4,0.11023285486443382,39.4,11.3,45.2,0.04202515317639471,0.06153068770027113,13:1,193:1,848,13.5,12.0,80.4,1165,11.4,4,28,29,20,18
Haledon Public School District,72,95,89,106,118,118,118,99,113,121,0,0,0,0,1049,NJ-311920,2018-2019,15.5,57.0,49.8,19.6,55.6,NA,32.7,16.8,35.6,0,0,10:1,131:1,102,11.1,9.9,72.5,110,11.2,4,28,30,19,18
Hawthorne Public School District,74,193,164,148,150,185,201,176,180,167,186,152,185,171,2332,NJ-312100,2018-2019,19.4,28.9,59.2,*,*,NA,41.1,*,*,0.009155033063923587,0.014371395617070359,11:1,137:1,206,10.9,10.1,73.3,156,6.8,6,36,32,16,10
Lakeland Regional High School District,0,0,0,0,0,0,0,0,0,0,243,233,217,236,929,NJ-312510,2018-2019,16.5,13.9,72.3,27.4,82.2,0.2589699570815451,45.1,*,*,0,NA,11:1,84:1,88,13.9,12.2,84.1,101,10.4,4,37,29,16,14
Little Falls Township Public School District,39,86,112,80,95,87,88,107,92,93,0,0,0,0,880,NJ-312700,2018-2019,21.7,20.7,84.0,52.3,91.9,0.39630909090909094,69.9,34.2,78.8,0.1114647377938517,0.1331317494600432,9:1,176:1,96,9.5,9.5,70.8,21,2.5,4,42,36,14,4
North Haledon School District,13,59,74,65,65,70,63,71,70,63,0,0,0,0,613,NJ-313640,2018-2019,16.2,12.1,66.8,21.1,76.7,NA,50.1,*,*,0,0,10:1,102:1,59,9.3,8.1,66.1,13,2.1,4,36,37,17,6
Passaic City School District,1791,913,893,949,970,1075,1134,1104,1102,1000,873,800,739,732,14075,NJ-313970,2018-2019,13.9,100.0,32.4,*,*,0.059098211972013474,*,*,*,0.009007488259931463,0.013577577960589247,16:1,185:1,870,12.9,12.1,85.3,1982,15.7,4,26,28,18,23
Northern Region Educational Services Commission,0,0,0,0,0,0,0,1,0,0,8,12,21,33,75,NJ-313975,2018-2019,9.3,92.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5:1,25:1,16,18.3,12.8,81.3,NA,NA,NA,NA,NA,NA,NA
Passaic County Manchester Regional High School District,0,0,0,0,0,0,0,0,0,0,224,186,205,194,809,NJ-313980,2018-2019,13.7,54.9,41.7,*,*,0.07891737891737892,*,*,*,0,NA,13:1,116:1,63,11.0,9.1,68.3,144,17.5,2,24,31,18,24
Passaic Valley Regional High School District #1,0,0,0,0,0,0,0,0,0,0,255,317,315,322,1211,NJ-313990,2018-2019,17.6,25.7,48.3,18.3,54.6,0.11776752767527675,31.5,*,*,0,NA,12:1,93:1,102,14.7,11.4,82.4,153,12.5,4,27,29,21,18
Passaic County Vocational School District,0,0,0,0,0,0,0,0,0,0,1179,866,847,792,3684,NJ-313995,2018-2019,11.9,61.5,65.7,14.7,71.7,0.206969696969697,44.7,*,*,0.01217632241813602,NA,11:1,147:1,330,10.9,10.7,76.1,221,6.0,5,39,31,16,10
Paterson Public School District,3618,2022,1974,1953,2029,2119,1985,2009,1980,1988,1482,1566,1530,1522,27777,NJ-314010,2018-2019,14.8,67.8,30.2,10.9,34.0,NA,18.6,*,*,0.017257309544807,0.02397503551857114,13:1,122:1,2065,10.4,10.4,70.5,6704,27.6,3,21,24,19,32
Pompton Lakes School District,35,101,106,102,93,126,110,115,147,101,191,163,149,139,1678,NJ-314230,2018-2019,21.3,20.1,71.9,31.6,82.7,NA,52.8,*,*,0,0,11:1,99:1,147,14.1,12.2,81.9,84,5.1,6,39,30,16,8
Prospect Park Public School District,80,76,72,97,92,86,102,94,97,96,0,0,0,0,892,NJ-314270,2018-2019,17.0,63.5,34.0,*,*,NA,18.0,*,*,0,0,14:1,178:1,64,12.4,11.4,81.3,74,9.0,6,36,27,18,13
Ringwood School District,19,109,101,121,124,131,137,119,151,145,0,0,0,0,1157,NJ-314400,2018-2019,22.0,7.6,66.4,27.3,75.9,NA,63.6,25.5,72.8,0.09870712401055409,0.11971200000000001,11:1,129:1,105,11.9,9.5,78.1,63,5.6,3,36,38,14,9
Totowa Public School District,84,76,94,97,109,88,116,121,108,79,0,0,0,0,972,NJ-315200,2018-2019,15.5,22.6,52.9,16.5,58.8,NA,42.6,11.8,47.5,0,0,12:1,122:1,78,10.4,10.4,77.9,23,2.6,4,37,40,14,5
Wanaque School District,46,83,76,95,84,100,91,108,98,110,0,0,0,0,891,NJ-315440,2018-2019,22.3,20.8,72.3,34.8,82.1,NA,55.9,22.6,64.6,0.045415162454873655,0.05591111111111112,10:1,127:1,93,9.2,8.0,62.0,49,5.8,4,39,33,15,9
Wayne Township Public School District,242,437,497,506,549,557,574,643,616,599,594,644,609,690,7757,NJ-315570,2018-2019,17.7,10.4,72.1,29.2,81.3,0.29620488211975793,61.4,23.8,69.5,0.13022916666666667,0.1537235494880546,12:1,176:1,674,12.8,11.3,81.0,551,7.3,3,34,34,19,10
West Milford Township Public School District,60,217,206,219,234,234,262,249,260,266,229,256,249,302,3243,NJ-315650,2018-2019,21.7,15.0,63.1,*,*,NA,44.4,*,*,0.006057441253263708,0.009586776859504133,11:1,130:1,301,12.3,12.0,86.7,206,6.4,3,36,35,16,11
Woodland Park School District,21,118,112,116,106,110,120,131,130,111,0,0,0,0,1075,NJ-315690,2018-2019,17.1,41.6,53.7,15.2,61.3,0.14871345029239766,39.9,*,*,0.027953555878084176,0.03292307692307692,12:1,108:1,89,9.7,9.7,75.3,82,7.8,3,32,32,19,14
Alloway Twp School District,25,20,33,44,30,32,37,39,41,49,0,0,0,0,350,NJ-330060,2018-2019,17.7,14.3,52.0,18.9,58.5,NA,48.0,18.9,53.7,NA,0,12:1,88:1,29,14.8,10.8,72.4,38,11.6,0,6,35,36,22
Elsinboro Township School District,0,10,10,7,15,18,18,9,20,10,0,0,0,0,117,NJ-331350,2018-2019,14.5,48.7,62.1,*,*,NA,54.0,21.4,60.3,NA,0,7:1,117:1,17,11.6,7.4,58.8,6,5.1,3,34,38,20,5
The Lower Alloways Creek School District,17,20,12,17,13,19,16,18,10,20,0,0,0,0,162,NJ-332800,2018-2019,16.0,24.7,46.8,14.3,56.2,NA,55.3,23.8,64.4,NA,0,8:1,81:1,21,16.7,14.9,66.7,9,6.2,1,14,47,27,11
Mannington Township School District,13,14,15,16,13,21,17,20,18,15,0,0,0,0,162,NJ-332950,2018-2019,19.1,26.5,55.9,17.4,67.1,NA,59.8,26.1,69.6,NA,0,9:1,81:1,18,9.1,8.3,47.1,9,6.1,5,43,34,11,7
Oldmans Township School District,16,29,32,25,25,35,36,29,30,26,0,0,0,0,283,NJ-333860,2018-2019,13.1,19.4,62.0,25.9,68.4,NA,68.7,25.9,76.3,0,0,12:1,94:1,24,8.0,6.9,50.0,17,6.3,2,31,37,21,9
Penns Grove-Carneys Point Regional School District,149,175,174,164,174,174,190,160,165,143,133,121,105,117,2144,NJ-334070,2018-2019,20.8,71.8,28.1,11.6,33.1,NA,21.7,11.9,24.6,0.011858823529411764,0.01768421052631579,12:1,143:1,182,14.0,12.3,83.0,349,17.0,5,28,28,18,21
Pennsville Public School District,68,117,137,135,134,137,135,146,122,151,122,102,96,112,1714,NJ-334075,2018-2019,21.2,33.5,46.0,13.6,56.4,NA,38.1,13.9,45.3,0,0,10:1,122:1,169,14.9,12.4,80.5,132,7.9,3,35,34,17,11
Pittsgrove Township School District,140,107,115,129,114,107,135,118,119,126,132,131,121,123,1717,NJ-334150,2018-2019,17.3,29.9,55.8,*,*,NA,40.1,*,*,0,0,12:1,107:1,142,12.8,10.9,70.4,150,9.3,10,45,24,9,11
Quinton Township School District,18,22,24,28,30,38,32,41,35,36,0,0,0,0,304,NJ-334280,2018-2019,19.1,36.5,54.7,27.9,61.4,NA,45.3,23.3,50.9,0,0,10:1,101:1,31,9.7,7.6,54.8,26,8.9,4,30,33,19,14
Salem City School District,162,122,66,82,89,75,65,71,56,46,113,82,79,90,1198,NJ-334630,2018-2019,13.6,79.7,21.6,*,*,NA,*,*,*,0,0,10:1,100:1,116,8.9,7.1,64.7,232,22.1,4,29,26,16,26
